turn_id	grader	verdict	refused_by	q1	q2	q3	q4	agree_q1	agree_q2	agree_q4	survives_alone
klee-slice1-r2-t06	codex-gpt-5.6-sol-fresh	SURVIVES	-	Rapid Fire first, consuming the 3 Sparks, then Kaboom! on Nibbit, then Duck and Cover.	I seriously considered playing Kaboom! first and Rapid Fire second, spending all 2 Energy…	It gave up nothing in immediate attack damage versus that alternative; it gave up the pos…	Yes. If Nibbit had not intended to attack, I would have omitted Duck and Cover and played…	-	-	-	yes
klee-slice1-r2-t06	opus-5-fresh	SURVIVES	-	Rapid Fire first, spending the 3-Spark discount on it, then Kaboom! at its printed cost o…	Slow Burn first. It is the only card that uses the Spark bank for something other than a …	The Burst line. Slow Burn is the only Burst rider in the hand and it is dead for the rest…	Yes, at the extremes. A much larger telegraph — roughly 30 or more, i.e. genuinely threat…	-	-	-	yes
klee-slice1-t01	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played Rapid Fire, Kaboom!, and Flame on the Wick targeting Seapunk, then Duck and Cove…	I seriously considered omitting Duck and Cover, but spending 1 energy to reduce the teleg…	It consumed all 3 Sparks on the first Attack and left 1 energy unused; no other available…	No. With no stated downside to playing every Attack and enough energy to play Duck and Co…	-	-	-	no
klee-slice1-t01	opus-5-fresh	REFUSED	intent_insensitive	I played the entire hand. All three attacks are printed at cost 0, so they are free regar…	Only briefly, and it did not survive: holding Duck and Cover and playing the three attack…	It empties the hand, so nothing is held back for a future turn — though with no retain te…	Not in any way that changes what I play. If Seapunk had telegraphed a defensive or buffin…	-	-	-	no
klee-slice1-t02	codex-gpt-5.6-sol-fresh	REFUSED	no_second_line,intent_insensitive	Second Helping, Kaboom!, and Rapid Fire targeting Seapunk, then Duck and Cover.	none	Nothing visible on the page; all three attacks were free and Duck and Cover fit within th…	No. With the shown hand and energy, I could play every card regardless of the telegraphed…	-	-	-	no
klee-slice1-t02	opus-5-fresh	SURVIVES	-	I emptied the hand. All three attacks are printed at cost 0, so energy never gated them; …	The ordering was the real decision. I considered opening with Rapid Fire or Kaboom! and s…	It gave up the Spark bank: 3 Sparks are gone and I start next turn at 0, so whatever the …	Yes, on the last card only. The three attacks go out regardless — they are free, there is…	-	-	-	yes
klee-slice1-t03	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Eager to Help first while I still had Spark, then Rapid Fire, Kaboom! targeting …	I seriously considered leaving the second energy unspent after Eager to Help so it could …	It gave up the flexibility to spend the second energy on a card drawn by Eager to Help.	Yes. If Nibbit had not telegraphed damage, I would have omitted Duck and Cover and retain…	-	-	-	yes
klee-slice1-t03	opus-5-fresh	SURVIVES	-	Eager to Help first, for 1 energy, while the Spark bank still reads 3 — that is the only …	Two. First: skip Eager to Help entirely and spend both energy on Duck and Cover plus hold…	It gives up nothing in damage — 23 is the whole hand's output regardless of order. What i…	Yes. Duck and Cover is entirely a response to the 12. If Nibbit telegraphed a buff, a deb…	-	-	-	yes
klee-slice1-t04	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	Rummage first, then Rapid Fire and Kaboom! on Nibbit, then Duck and Cover.	I seriously considered attacking before Rummage, then playing Duck and Cover; that would …	It spent all 3 Sparks and both Energy, leaving no Energy to use on any nonzero-cost cards…	No. With the printed hand, I would still take the draw, play both free attacks, and gain …	-	-	-	no
klee-slice1-t04	opus-5-fresh	SURVIVES	-	All four cards, in that order. Rummage goes first and that is the whole point of the turn…	Yes — skipping Rummage. That line plays Rapid Fire and Kaboom! (still free, still 23) and…	The Spark bank itself — after Rummage I have 0 Sparks, so if the drawn cards include an e…	Yes. Duck and Cover is only in the line because 12 damage is coming. If Nibbit were teleg…	-	-	-	yes
klee-slice1-t05	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Imaginary Friend, then Duck and Cover, then Kaboom! targeting Nibbit, then Rapid…	I seriously considered omitting Duck and Cover, accepting 7 damage after Imaginary Friend…	It gave up all 2 Energy and consumed the 3 Sparks on the first Attack, rather than preser…	Yes. If Nibbit had not telegraphed damage, I would have omitted Duck and Cover because it…	-	-	-	yes
klee-slice1-t05	opus-5-fresh	SURVIVES	-	The entire hand. Rapid Fire first (4 damage four times, all of it into Nibbit since it is…	Barely anything, and I want to be honest about how little there was. The only branch I ac…	The 3 Sparks, which got burned to make a card free that was already free — that is the re…	Yes. Against a non-attacking telegraph — a buff, a block-gain, a summon — the 10 Block is…	-	-	-	yes
klee-slice1-t06	codex-gpt-5.6-sol-fresh	SURVIVES	-	Slow Burn, then Rapid Fire and Kaboom! targeting Nibbit, then Duck and Cover.	I seriously considered playing both attacks first, but the first Attack would consume the…	It gave up nothing playable from the shown hand; all four cards fit within 2 Energy and p…	Yes. If Nibbit had not telegraphed damage, I would have considered skipping Duck and Cove…	-	-	-	yes
klee-slice1-t06	opus-5-fresh	REFUSED	intent_insensitive	The whole hand, in an order chosen so the Sparks are spent where they actually buy someth…	Yes, briefly, and both alternatives were about ordering rather than selection. First: lea…	The Sparks. Playing Slow Burn spends the whole bank of 3, so I go into next turn at 0 Spa…	No. The hand costs 2 energy in total and I have 2 energy, so I play all of it regardless …	-	-	-	no
kokomi-first-turn-example	fixture	SURVIVES	-	Bake-Kurage first to put the body down and take the Charge, then All Streams Flow to the …	Pearl Barrage instead of All Streams Flow, exhausting a spare Coral Guard for the cost bo…	All of the Block. Three Coral Guards sat in hand and I took none of them, so a debuff plu…	Yes. Against a large attack telegraph I would have led with a Coral Guard and kept the fr…	-	-	-	yes
kokomi-first-turn-example	fixture-refused	REFUSED	no_second_line	All Streams Flow to the Sea into the Beetle.	None.	Nothing worth naming.	Yes, a big attack would have made me block.	-	-	-	no
kokomi-first-turn-example	opus-5-fresh	SURVIVES	-	The enemy is applying a debuff, not attacking, so Block this turn buys me nothing — every…	Yes — a Pearl Barrage line. Pearl Barrage for 1, exhausting a Coral Guard (cost 1) since …	It gave up all defense and all setup. Three Coral Guards and 15 potential Block go unplay…	Yes, substantially. Against a telegraphed single-hit attack the Coral Guards become live …	-	-	-	yes
kokomi-slice1-r2-t01	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Gorou — Inuzaka All-Round Defense and All Streams Flow to the Sea on Nibbit, the…	I seriously considered replacing Coral Guard with Pearl Barrage, Exhausting Coral Guard, …	It gave up the extra damage from Pearl Barrage in exchange for 5 Block against the telegr…	Yes. If Nibbit had not intended to attack, I would have favored Pearl Barrage over Coral …	-	-	-	yes
kokomi-slice1-r2-t02	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Gorou — Inuzaka All-Round Defense into Nibbit, then Send the Runner, exhausting …	I seriously considered playing Coral Guard, Gorou — Inuzaka All-Round Defense, and All St…	It gave up Coral Guard's 5 Block and therefore took the full 12-damage attack, in exchang…	Yes. If Nibbit had telegraphed a larger attack that threatened lethal or substantially mo…	-	-	-	yes
kokomi-slice1-r2-t03	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played Shinobu — Sanctifying Ring, killing both Leaf Slimes and reducing Twig Slime (S)…	I seriously considered playing All Streams Flow to the Sea on Twig Slime (S) first and Sh…	It spent All Streams Flow to the Sea instead of preserving it and left Water's Edge unpla…	No. Because this line clears all three enemies this turn, a different telegraphed intent …	-	-	-	no
kokomi-slice1-r2-t04	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I used Shinobu - Warding Ring's damage option, dealing 3 to all enemies and defeating bot…	I seriously considered playing All Streams Flow to the Sea on Twig Slime (S) first and th…	It gave up Shinobu - Warding Ring's 4 Block option and left Water's Edge unplayed; it als…	No. This line defeats every enemy before any intent resolves, so a different telegraphed …	-	-	-	no
kokomi-slice1-r2-t05	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Shinobu - Sanctifying Circle, killing both Leaf Slimes, dealing 3 damage to Twig…	I seriously considered All Streams Flow to the Sea on Twig Slime (S), then Water's Edge o…	It gave up killing Twig Slime (S) this turn and left it at 7 HP, in exchange for removing…	Yes. If Twig Slime (S) had telegraphed a non-damaging action and the Leaf Slimes had not …	-	-	-	yes
kokomi-slice1-r2-t06	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played both copies of Water's Edge, then All Streams Flow to the Sea, all targeting Sea…	I seriously considered Thoma — Crimson Ooyoroi followed by All Streams Flow to the Sea, w…	It gave up the 3 Block and Pyro application from Thoma — Crimson Ooyoroi in exchange for …	No. Because the chosen line defeats Seapunk immediately with the printed board state, a d…	-	-	-	no
kokomi-slice1-r2-t07	codex-gpt-5.6-sol-fresh	SURVIVES	-	All Streams Flow to the Sea, then both copies of Water's Edge, all targeting Seapunk, for…	I seriously considered using Thoma - Blazing Ooyoroi for its 3 Block mode, followed by Al…	It gave up the 3 Block available from Thoma - Blazing Ooyoroi and therefore accepted the …	Yes. A telegraphed attack large enough to threaten lethal, but preventable by 3 Block, wo…	-	-	-	yes
kokomi-slice1-r2-t08	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played All Streams Flow to the Sea, then both copies of Water's Edge, all targeting Sea…	I seriously considered Thoma - Crimson Guard for its 3 Block, but it would deal only 8 da…	It gave up the 3 Block from Thoma - Crimson Guard, but defeated Seapunk instead of leavin…	No. With enough affordable damage to defeat Seapunk this turn, a different enemy intent w…	-	-	-	no
kokomi-slice1-r2-t09	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played All Streams Flow to the Sea, then Itto — Superlative Superstrength, both targeti…	I seriously considered playing both copies of Water's Edge and All Streams Flow to the Se…	It gave up playing the second Hydro-applying attack and spent two energy on Itto instead;…	No. With the available information, this line kills the only enemy and is at least as pro…	-	-	-	no
kokomi-slice1-r2-t10	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I used Itto - Oni Rush to deal 14 damage to Sludge Spinner, then All Streams Flow to the …	I seriously considered playing All Streams Flow to the Sea followed by both copies of Wat…	It gave up the 6 Block option on Itto - Oni Rush and the alternative line's two Water's E…	No. The chosen line defeats Sludge Spinner before its telegraphed action, so a different …	-	-	-	no
kokomi-slice1-r2-t11	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played All Streams Flow to the Sea, then both copies of Water's Edge, all targeting Slu…	I seriously considered Itto - Superlative Guard for 14 damage and 6 Block, which would le…	It gave up the 6 Block from Itto - Superlative Guard, but ending the fight made that prot…	No. The three one-energy attacks provide lethal damage, so a different telegraphed intent…	-	-	-	no
kokomi-slice1-r3-t01	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Gorou — Inuzaka All-Round Defense and All Streams Flow to the Sea on Nibbit, the…	I seriously considered playing Gorou — Inuzaka All-Round Defense, then Pearl Barrage whil…	It gave up 8 damage in exchange for 5 Block against the telegraphed 12-damage attack.	Yes. If Nibbit had not telegraphed damage, I would have favored the 23-damage line that E…	-	-	-	yes
kokomi-slice1-r3-t02	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Gorou — Inuzaka All-Round Defense on Nibbit, then Tidal Barrage on Nibbit while …	I seriously considered replacing Coral Guard with All Streams Flow to the Sea for 9 more …	It gave up 9 damage in exchange for 5 Block against the telegraphed 12-damage attack.	Yes. If Nibbit had not telegraphed damage, I would have replaced Coral Guard with All Str…	-	-	-	yes
kokomi-slice1-r3-t03	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played Shinobu — Sanctifying Ring, killing both Leaf Slimes, gaining 4 Block, and damag…	I seriously considered Water's Edge on one Leaf Slime and All Streams Flow to the Sea on …	It gave up keeping Shinobu — Sanctifying Ring and Water's Edge, and left 1 Energy unused;…	No. Given only this hand and board, the same line efficiently removes both 3-HP enemies, …	-	-	-	no
kokomi-slice1-r3-t04	codex-gpt-5.6-sol-fresh	SURVIVES	-	I used Shinobu - Warding Ring's damage mode, dealing 3 to all enemies and defeating both …	I seriously considered playing Water's Edge and All Streams Flow to the Sea into the two …	It gave up the 4 Block mode of Shinobu - Warding Ring and left Twig Slime (S) alive to de…	Yes. A sufficiently large attack telegraph, especially one threatening lethal at 16 HP, c…	-	-	-	yes
kokomi-slice1-r3-t05	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played Shinobu - Sanctifying Circle, killing both Leaf Slimes, dealing no HP damage to …	I seriously considered playing Water's Edge and All Streams Flow to the Sea on the two Le…	It gave up the possibility of using the stronger single-target hits against Twig Slime, t…	No. With both Leaf Slimes at 3 HP, the all-enemy hit removes both for one play, and its B…	-	-	-	no
kokomi-slice1-r3-t06	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played All Streams Flow to the Sea, then both copies of Water's Edge, all targeting Sea…	I seriously considered Thoma — Crimson Ooyoroi followed by All Streams Flow to the Sea, d…	It gave up the 3 Block from Thoma — Crimson Ooyoroi, so the telegraphed attack deals 3 mo…	Yes. A sufficiently larger attack intent would have made the 3 Block from Thoma — Crimson…	-	-	-	yes
kokomi-slice1-r3-t07	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played All Streams Flow to the Sea, then both copies of Water's Edge, all targeting Sea…	I seriously considered using Thoma - Blazing Ooyoroi in its Block mode followed by All St…	It gave up 3 Block, so I take the full telegraphed 11 damage instead of 8, in exchange fo…	No. From the printed information, the three one-cost attacks still produce the highest kn…	-	-	-	no
kokomi-slice1-r3-t08	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played All Streams Flow to the Sea, then both copies of Water's Edge, all targeting Sea…	I seriously considered Thoma - Crimson Guard for 8 damage and 3 Block, reducing the incom…	It gave up 3 Block and therefore 3 HP this turn in exchange for dealing 13 more damage an…	Yes. If Seapunk had telegraphed an attack of 22 or more, I would have played Thoma - Crim…	-	-	-	yes
kokomi-slice1-r3-t09	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played All Streams Flow to the Sea, then Itto — Superlative Superstrength, both targeti…	I seriously considered Itto — Superlative Superstrength plus Water's Edge, which would al…	It gave up playing multiple 1-cost Hydro attacks; using all three would deal 21 damage bu…	No. With only the printed effects available, this line gives the highest damage while als…	-	-	-	no
kokomi-slice1-r3-t10	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Itto - Oni Rush for 14 damage, then All Streams Flow to the Sea for 9 damage, bo…	I seriously considered using Itto - Oni Rush for 6 Block and playing All Streams Flow to …	It gave up preventing the incoming 4 damage in exchange for dealing 14 more damage and le…	Yes. A substantially larger attack would have made the 6 Block option more attractive, wh…	-	-	-	yes
kokomi-slice1-r3-t11	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played All Streams Flow to the Sea, then both copies of Water's Edge, all targeting Fuz…	I seriously considered Itto - Superlative Guard to deal 14 damage and fully block the tel…	It gave up 6 Block and therefore 4 HP this turn in exchange for 7 more damage, leaving th…	Yes. A substantially larger telegraphed attack would have changed my choice to Itto - Sup…	-	-	-	yes
kokomi-slice1-r4-t01	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Thoma — Crimson Ooyoroi on Nibbit, then All Streams Flow to the Sea on Nibbit, d…	I seriously considered Water's Edge followed by All Streams Flow to the Sea, which would …	It gave up playing Water's Edge and therefore left Nibbit alive at 7 HP rather than spend…	Yes. If Nibbit had not telegraphed damage, the 3 Block from Thoma — Crimson Ooyoroi could…	-	-	-	yes
kokomi-slice1-r4-t01	opus-5-fresh	SURVIVES	-	Thoma — Crimson Ooyoroi into Nibbit first, then All Streams Flow to the Sea into Nibbit. …	Water's Edge plus All Streams Flow to the Sea — 15 damage for only 2 energy, banking one.…	Water's Edge sits unplayed — 6 damage and a Hydro application left on the table, since 2+…	Yes. Against a bigger telegraph the Block stops being incidental and starts being the who…	-	-	-	yes
kokomi-slice1-r4-t02	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played All Streams Flow to the Sea on Nibbit, then Thoma - Blazing Ooyoroi and chose Ga…	I seriously considered playing All Streams Flow to the Sea and choosing the 8-damage opti…	It gave up 8 damage to reduce the telegraphed 12 damage by 3 Block, leaving Nibbit at 15 …	Yes. If Nibbit had not telegraphed damage, I would have chosen Thoma - Blazing Ooyoroi's …	-	-	-	yes
kokomi-slice1-r4-t02	opus-5-fresh	SURVIVES	-	Thoma - Blazing Ooyoroi on its damage half into Nibbit for 8, then All Streams Flow to th…	Two of them. First, Water's Edge plus All Streams for 15, holding Thoma - strictly worse …	All of my defence and most of my margin. I end the turn at 2 HP with zero Block, so any c…	Yes. A small telegraph - anything at 3 or less - flips me to Thoma's Block half, because …	-	-	-	yes
kokomi-slice1-r4-t03	codex-gpt-5.6-sol-fresh	SURVIVES	-	Water's Edge on Leaf Slime (M), then All Streams Flow to the Sea on Leaf Slime (S), killi…	Shinobu — Sanctifying Ring followed by All Streams Flow to the Sea on one of the Leaf Sli…	It gave up the 4 Block and area damage from Shinobu — Sanctifying Ring, and left 1 Energy…	Yes. If the Leaf Slimes had nonthreatening intents while unavoidable incoming attack dama…	-	-	-	yes
kokomi-slice1-r4-t03	opus-5-fresh	SURVIVES	-	Water's Edge into Leaf Slime (M) for exactly its 6 remaining HP, then All Streams Flow to…	Yes: Sanctifying Ring plus All Streams Flow to the Sea, for the full 3 energy. Ring gives…	It gave up all defense: I take the full 4 from Twig Slime with 0 Block, and I finish at 1…	Yes. The line is driven by the fact that the total incoming is only 7 and I survive it co…	-	-	-	yes
kokomi-slice1-r4-t04	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Water's Edge on Leaf Slime (M), killing it, then All Streams Flow to the Sea on …	I seriously considered Shinobu - Sanctifying Circle for 4 Block and damage to all three e…	It gave up 4 Block, Electro application, and damage to Twig Slime (S), while leaving 1 En…	Yes. A sufficiently larger attack telegraphed by Twig Slime (S), especially if the Leaf S…	-	-	-	yes
kokomi-slice1-r4-t04	opus-5-fresh	SURVIVES	-	Water's Edge into Leaf Slime (M) for exactly 6, killing it, then All Streams Flow to the …	Shinobu - Sanctifying Circle alone, for the 4 Block and the 3-to-all. I checked it and dr…	The 4 Block, so I take the Twig's full 4 and drop to 12 of 70, which is thin. It also giv…	Yes, though it would take a lot. With the telegraph as printed, total incoming is 7 and k…	-	-	-	yes
kokomi-slice1-t01	codex-gpt-5.6-sol-fresh	SURVIVES	-	I gained 4 Block with Shinobu — Grass Ring of Sanctification, dealt 12 total damage to Ni…	I seriously considered using both energy on Water's Edge and All Streams Flow to the Sea,…	It gave up the substantially higher damage and Hydro application of the offensive line in…	Yes. With no incoming attack, or a sufficiently smaller attack, I would have spent the tw…	-	-	-	yes
kokomi-slice1-t01	opus-5-fresh	SURVIVES	-	I raced. First Send the Runner for free, exhausting a spare Coral Guard I had no plan to …	Yes — the full turtle. Shinobu for 4 plus two Coral Guards for 10 is 14 Block against a 1…	8 HP off a pool already down to 48, and both Coral Guards left unplayed with a third exha…	Yes. The 12 is small enough that eating it is cheap, which is what makes the race correct…	-	-	-	yes
kokomi-slice1-t02	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I gained 4 Block with Shinobu — Grass Ring of Sanctification, played both copies of Gorou…	I seriously considered using the two free Gorou attacks and spending both energy on Coral…	It gave up the defensive value of two Coral Guards, the option to retain those cards, and…	No. This line deals enough damage to defeat Nibbit before its intent resolves, so a diffe…	-	-	-	no
kokomi-slice1-t02	opus-5-fresh	SURVIVES	-	I went for lethal. Nibbit is at 34 HP and I have 2 Energy, and the free cards do most of …	Yes — the turtle line: Shinobu — Grass Ring of Sanctification for 4 plus two Coral Guard …	It gives up all defense — 0 Block held — so if the damage math is wrong anywhere (Charge …	Yes. The intent barely mattered for the kill itself, but it decides the fallback. If Nibb…	-	-	-	yes
kokomi-slice1-t03	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Nereid's Ascension, killing both small enemies and dealing 16 damage to Leaf Sli…	I seriously considered Nereid's Ascension followed by Coral Guard, trading 9 damage on Le…	It gave up the 5 Block from Coral Guard and the summon and Charge gain from Bake-Kurage i…	Yes. If the surviving Leaf Slime (M) had telegraphed a meaningful attack instead of Statu…	-	-	-	yes
kokomi-slice1-t03	opus-5-fresh	SURVIVES	-	Nereid's Ascension first, for 16 to all three enemies, scaled by 8 Charge. That kills Twi…	Yes. Bake-Kurage first for 1 Charge, then Nereid's Ascension with 9 Charge. That is one e…	It gave up all defense — I took no Block into a turn where Twig Slime (S) was swinging fo…	Yes. If Leaf Slime (M) had telegraphed a large attack rather than Status cards, the third…	-	-	-	yes
kokomi-slice1-t04	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Nereid's Ascension first, hitting all enemies, then All Streams Flow to the Sea …	I seriously considered Nereid's Ascension followed by Coral Guard, trading damage on Leaf…	It gave up 5 Block and the option to gain Charge and summon Bake-Kurage in order to maxim…	Yes. A substantially larger attack intent would have made me use Coral Guard after Nereid…	-	-	-	yes
kokomi-slice1-t04	opus-5-fresh	SURVIVES	-	Nereid's Ascension first, then All Streams Flow to the Sea into Leaf Slime (M). That spen…	Yes. The line I actually weighed was the no-exhaust one: Water's Edge, Water's Edge, All …	Nereid's Ascension is gone permanently — spent on a three-slime board rather than saved f…	Yes. The intents are what made Block worthless and made the AoE correct. If Leaf Slime (M…	-	-	-	yes
kokomi-slice1-t05	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Nereid's Ascension, killing Twig Slime (S) and Leaf Slime (S) while reducing Lea…	I seriously considered Nereid's Ascension followed by Coral Guard, trading 9 damage on Le…	It gave up 5 Block and therefore some protection against damage in exchange for leaving t…	Yes. If a surviving enemy had telegraphed a sufficiently large attack, I would have favor…	-	-	-	yes
kokomi-slice1-t05	opus-5-fresh	SURVIVES	-	Nereid's Ascension first, for 16 to all three enemies plus whatever Charge 8 adds. That a…	Yes — the line that skips the AoE entirely: Water's Edge on Twig Slime (S) is not enough …	The exhaust card, permanently — Nereid's Ascension is gone from the deck for the rest of …	Yes. The intents are what made this easy, and two changes would flip it. If Leaf Slime (M…	-	-	-	yes
kokomi-slice1-t06	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Gorou — Inuzaka All-Round Defense, All Streams Flow to the Sea, and Water's Edge…	I seriously considered replacing Water's Edge with the second Coral Guard, giving up 6 da…	It gave up preventing another 5 damage; after 5 Block, the 11-damage attack still deals 6.	Yes. With no incoming attack, I would replace Coral Guard with another Water's Edge for 6…	-	-	-	yes
kokomi-slice1-t06	opus-5-fresh	SURVIVES	-	Full aggression into Seapunk, all 3 energy spent on damage plus the free Exhaust attack. …	Yes — the turtle line: both Coral Guard for 10 Block, All Streams for 13, Gorou for 6. Th…	10 HP of face damage, straight up — 48 to 37 instead of 48 to 47. It gives up the two Cor…	Yes. If Seapunk had telegraphed a much larger hit — anything from roughly 20 up — the 11-…	-	-	-	yes
kokomi-slice1-t07	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played All Streams Flow to the Sea, Gorou — Inuzaka All-Round Defense, and Water's Edge…	I seriously considered replacing Coral Guard with another Water's Edge for maximum damage…	It gave up 6 damage in exchange for 5 Block.	Yes. With no incoming attack I would replace Coral Guard with another Water's Edge; a sub…	-	-	-	yes
kokomi-slice1-t07	opus-5-fresh	SURVIVES	-	All three energy into damage plus the free attack. All Streams Flow to the Sea first, int…	The block line: both Coral Guard for 10 Block plus one Water's Edge, or Thoma - Blazing O…	All the defense. I take the full 11 with 0 Block, dropping to 37/70, when 10 of that was …	Yes. The 11 is small enough to eat and the enemy is far enough out of kill range that rac…	-	-	-	yes
kokomi-slice1-t08	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Gorou — Inuzaka All-Round Defense, All Streams Flow to the Sea, and Water's Edge…	I seriously considered replacing Water's Edge with a second Coral Guard, dealing 19 damag…	The chosen line gave up 5 additional Block, so it takes 6 unblocked damage instead of 1, …	Yes. If Seapunk had not intended to attack, I would have replaced Coral Guard with anothe…	-	-	-	yes
