turn_id	grader	verdict	refused_by	q1	q2	q3	q4	agree_q1	agree_q2	agree_q4	survives_alone
kokomi-slice1-r2-t08	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played All Streams Flow to the Sea, then both copies of Water's Edge, all targeting Sea…	I seriously considered Thoma - Crimson Guard for its 3 Block, but it would deal only 8 da…	It gave up the 3 Block from Thoma - Crimson Guard, but defeated Seapunk instead of leavin…	No. With enough affordable damage to defeat Seapunk this turn, a different enemy intent w…	-	-	-	no
kokomi-slice1-r2-t09	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played All Streams Flow to the Sea, then Itto — Superlative Superstrength, both targeti…	I seriously considered playing both copies of Water's Edge and All Streams Flow to the Se…	It gave up playing the second Hydro-applying attack and spent two energy on Itto instead;…	No. With the available information, this line kills the only enemy and is at least as pro…	-	-	-	no
kokomi-slice1-r2-t10	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I used Itto - Oni Rush to deal 14 damage to Sludge Spinner, then All Streams Flow to the …	I seriously considered playing All Streams Flow to the Sea followed by both copies of Wat…	It gave up the 6 Block option on Itto - Oni Rush and the alternative line's two Water's E…	No. The chosen line defeats Sludge Spinner before its telegraphed action, so a different …	-	-	-	no
kokomi-slice1-r2-t11	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played All Streams Flow to the Sea, then both copies of Water's Edge, all targeting Slu…	I seriously considered Itto - Superlative Guard for 14 damage and 6 Block, which would le…	It gave up the 6 Block from Itto - Superlative Guard, but ending the fight made that prot…	No. The three one-energy attacks provide lethal damage, so a different telegraphed intent…	-	-	-	no
kokomi-slice1-r3-t01	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Gorou — Inuzaka All-Round Defense and All Streams Flow to the Sea on Nibbit, the…	I seriously considered playing Gorou — Inuzaka All-Round Defense, then Pearl Barrage whil…	It gave up 8 damage in exchange for 5 Block against the telegraphed 12-damage attack.	Yes. If Nibbit had not telegraphed damage, I would have favored the 23-damage line that E…	-	-	-	yes
kokomi-slice1-r3-t02	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Gorou — Inuzaka All-Round Defense on Nibbit, then Tidal Barrage on Nibbit while …	I seriously considered replacing Coral Guard with All Streams Flow to the Sea for 9 more …	It gave up 9 damage in exchange for 5 Block against the telegraphed 12-damage attack.	Yes. If Nibbit had not telegraphed damage, I would have replaced Coral Guard with All Str…	-	-	-	yes
kokomi-slice1-r3-t03	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played Shinobu — Sanctifying Ring, killing both Leaf Slimes, gaining 4 Block, and damag…	I seriously considered Water's Edge on one Leaf Slime and All Streams Flow to the Sea on …	It gave up keeping Shinobu — Sanctifying Ring and Water's Edge, and left 1 Energy unused;…	No. Given only this hand and board, the same line efficiently removes both 3-HP enemies, …	-	-	-	no
kokomi-slice1-r3-t04	codex-gpt-5.6-sol-fresh	SURVIVES	-	I used Shinobu - Warding Ring's damage mode, dealing 3 to all enemies and defeating both …	I seriously considered playing Water's Edge and All Streams Flow to the Sea into the two …	It gave up the 4 Block mode of Shinobu - Warding Ring and left Twig Slime (S) alive to de…	Yes. A sufficiently large attack telegraph, especially one threatening lethal at 16 HP, c…	-	-	-	yes
kokomi-slice1-r3-t05	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played Shinobu - Sanctifying Circle, killing both Leaf Slimes, dealing no HP damage to …	I seriously considered playing Water's Edge and All Streams Flow to the Sea on the two Le…	It gave up the possibility of using the stronger single-target hits against Twig Slime, t…	No. With both Leaf Slimes at 3 HP, the all-enemy hit removes both for one play, and its B…	-	-	-	no
kokomi-slice1-r3-t06	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played All Streams Flow to the Sea, then both copies of Water's Edge, all targeting Sea…	I seriously considered Thoma — Crimson Ooyoroi followed by All Streams Flow to the Sea, d…	It gave up the 3 Block from Thoma — Crimson Ooyoroi, so the telegraphed attack deals 3 mo…	Yes. A sufficiently larger attack intent would have made the 3 Block from Thoma — Crimson…	-	-	-	yes
kokomi-slice1-r3-t07	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played All Streams Flow to the Sea, then both copies of Water's Edge, all targeting Sea…	I seriously considered using Thoma - Blazing Ooyoroi in its Block mode followed by All St…	It gave up 3 Block, so I take the full telegraphed 11 damage instead of 8, in exchange fo…	No. From the printed information, the three one-cost attacks still produce the highest kn…	-	-	-	no
kokomi-slice1-r3-t08	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played All Streams Flow to the Sea, then both copies of Water's Edge, all targeting Sea…	I seriously considered Thoma - Crimson Guard for 8 damage and 3 Block, reducing the incom…	It gave up 3 Block and therefore 3 HP this turn in exchange for dealing 13 more damage an…	Yes. If Seapunk had telegraphed an attack of 22 or more, I would have played Thoma - Crim…	-	-	-	yes
kokomi-slice1-r3-t09	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I played All Streams Flow to the Sea, then Itto — Superlative Superstrength, both targeti…	I seriously considered Itto — Superlative Superstrength plus Water's Edge, which would al…	It gave up playing multiple 1-cost Hydro attacks; using all three would deal 21 damage bu…	No. With only the printed effects available, this line gives the highest damage while als…	-	-	-	no
kokomi-slice1-r3-t10	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Itto - Oni Rush for 14 damage, then All Streams Flow to the Sea for 9 damage, bo…	I seriously considered using Itto - Oni Rush for 6 Block and playing All Streams Flow to …	It gave up preventing the incoming 4 damage in exchange for dealing 14 more damage and le…	Yes. A substantially larger attack would have made the 6 Block option more attractive, wh…	-	-	-	yes
kokomi-slice1-r3-t11	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played All Streams Flow to the Sea, then both copies of Water's Edge, all targeting Fuz…	I seriously considered Itto - Superlative Guard to deal 14 damage and fully block the tel…	It gave up 6 Block and therefore 4 HP this turn in exchange for 7 more damage, leaving th…	Yes. A substantially larger telegraphed attack would have changed my choice to Itto - Sup…	-	-	-	yes
kokomi-slice1-t01	codex-gpt-5.6-sol-fresh	SURVIVES	-	I gained 4 Block with Shinobu — Grass Ring of Sanctification, dealt 12 total damage to Ni…	I seriously considered using both energy on Water's Edge and All Streams Flow to the Sea,…	It gave up the substantially higher damage and Hydro application of the offensive line in…	Yes. With no incoming attack, or a sufficiently smaller attack, I would have spent the tw…	-	-	-	yes
kokomi-slice1-t01	opus-5-fresh	SURVIVES	-	I raced. First Send the Runner for free, exhausting a spare Coral Guard I had no plan to …	Yes — the full turtle. Shinobu for 4 plus two Coral Guards for 10 is 14 Block against a 1…	8 HP off a pool already down to 48, and both Coral Guards left unplayed with a third exha…	Yes. The 12 is small enough that eating it is cheap, which is what makes the race correct…	-	-	-	yes
kokomi-slice1-t02	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	I gained 4 Block with Shinobu — Grass Ring of Sanctification, played both copies of Gorou…	I seriously considered using the two free Gorou attacks and spending both energy on Coral…	It gave up the defensive value of two Coral Guards, the option to retain those cards, and…	No. This line deals enough damage to defeat Nibbit before its intent resolves, so a diffe…	-	-	-	no
kokomi-slice1-t02	opus-5-fresh	SURVIVES	-	I went for lethal. Nibbit is at 34 HP and I have 2 Energy, and the free cards do most of …	Yes — the turtle line: Shinobu — Grass Ring of Sanctification for 4 plus two Coral Guard …	It gives up all defense — 0 Block held — so if the damage math is wrong anywhere (Charge …	Yes. The intent barely mattered for the kill itself, but it decides the fallback. If Nibb…	-	-	-	yes
kokomi-slice1-t03	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Nereid's Ascension, killing both small enemies and dealing 16 damage to Leaf Sli…	I seriously considered Nereid's Ascension followed by Coral Guard, trading 9 damage on Le…	It gave up the 5 Block from Coral Guard and the summon and Charge gain from Bake-Kurage i…	Yes. If the surviving Leaf Slime (M) had telegraphed a meaningful attack instead of Statu…	-	-	-	yes
kokomi-slice1-t03	opus-5-fresh	SURVIVES	-	Nereid's Ascension first, for 16 to all three enemies, scaled by 8 Charge. That kills Twi…	Yes. Bake-Kurage first for 1 Charge, then Nereid's Ascension with 9 Charge. That is one e…	It gave up all defense — I took no Block into a turn where Twig Slime (S) was swinging fo…	Yes. If Leaf Slime (M) had telegraphed a large attack rather than Status cards, the third…	-	-	-	yes
kokomi-slice1-t04	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Nereid's Ascension first, hitting all enemies, then All Streams Flow to the Sea …	I seriously considered Nereid's Ascension followed by Coral Guard, trading damage on Leaf…	It gave up 5 Block and the option to gain Charge and summon Bake-Kurage in order to maxim…	Yes. A substantially larger attack intent would have made me use Coral Guard after Nereid…	-	-	-	yes
kokomi-slice1-t04	opus-5-fresh	SURVIVES	-	Nereid's Ascension first, then All Streams Flow to the Sea into Leaf Slime (M). That spen…	Yes. The line I actually weighed was the no-exhaust one: Water's Edge, Water's Edge, All …	Nereid's Ascension is gone permanently — spent on a three-slime board rather than saved f…	Yes. The intents are what made Block worthless and made the AoE correct. If Leaf Slime (M…	-	-	-	yes
kokomi-slice1-t05	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Nereid's Ascension, killing Twig Slime (S) and Leaf Slime (S) while reducing Lea…	I seriously considered Nereid's Ascension followed by Coral Guard, trading 9 damage on Le…	It gave up 5 Block and therefore some protection against damage in exchange for leaving t…	Yes. If a surviving enemy had telegraphed a sufficiently large attack, I would have favor…	-	-	-	yes
kokomi-slice1-t05	opus-5-fresh	SURVIVES	-	Nereid's Ascension first, for 16 to all three enemies plus whatever Charge 8 adds. That a…	Yes — the line that skips the AoE entirely: Water's Edge on Twig Slime (S) is not enough …	The exhaust card, permanently — Nereid's Ascension is gone from the deck for the rest of …	Yes. The intents are what made this easy, and two changes would flip it. If Leaf Slime (M…	-	-	-	yes
kokomi-slice1-t06	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Gorou — Inuzaka All-Round Defense, All Streams Flow to the Sea, and Water's Edge…	I seriously considered replacing Water's Edge with the second Coral Guard, giving up 6 da…	It gave up preventing another 5 damage; after 5 Block, the 11-damage attack still deals 6.	Yes. With no incoming attack, I would replace Coral Guard with another Water's Edge for 6…	-	-	-	yes
kokomi-slice1-t06	opus-5-fresh	SURVIVES	-	Full aggression into Seapunk, all 3 energy spent on damage plus the free Exhaust attack. …	Yes — the turtle line: both Coral Guard for 10 Block, All Streams for 13, Gorou for 6. Th…	10 HP of face damage, straight up — 48 to 37 instead of 48 to 47. It gives up the two Cor…	Yes. If Seapunk had telegraphed a much larger hit — anything from roughly 20 up — the 11-…	-	-	-	yes
kokomi-slice1-t07	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played All Streams Flow to the Sea, Gorou — Inuzaka All-Round Defense, and Water's Edge…	I seriously considered replacing Coral Guard with another Water's Edge for maximum damage…	It gave up 6 damage in exchange for 5 Block.	Yes. With no incoming attack I would replace Coral Guard with another Water's Edge; a sub…	-	-	-	yes
kokomi-slice1-t07	opus-5-fresh	SURVIVES	-	All three energy into damage plus the free attack. All Streams Flow to the Sea first, int…	The block line: both Coral Guard for 10 Block plus one Water's Edge, or Thoma - Blazing O…	All the defense. I take the full 11 with 0 Block, dropping to 37/70, when 10 of that was …	Yes. The 11 is small enough to eat and the enemy is far enough out of kill range that rac…	-	-	-	yes
kokomi-slice1-t08	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Gorou — Inuzaka All-Round Defense, All Streams Flow to the Sea, and Water's Edge…	I seriously considered replacing Water's Edge with a second Coral Guard, dealing 19 damag…	The chosen line gave up 5 additional Block, so it takes 6 unblocked damage instead of 1, …	Yes. If Seapunk had not intended to attack, I would have replaced Coral Guard with anothe…	-	-	-	yes
kokomi-slice1-t08	opus-5-fresh	SURVIVES	-	All damage, everything at the Seapunk. Gorou first because it costs 0 and exhausts, so th…	Yes — the Thoma line. Thoma - Crimson Guard costs exactly my 3 energy for 8 damage and 3 …	All defense. I end the turn on 0 Block and eat the full 11, going to 37/70. Both Coral Gu…	Yes. The 11 is small relative to my 48 HP, which is what makes ignoring it correct. If th…	-	-	-	yes
kokomi-slice1-t09	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Gorou — Inuzaka All-Round Defense, then All Streams Flow to the Sea, then Itto —…	I seriously considered Gorou — Inuzaka All-Round Defense, Itto — Superlative Superstrengt…	It gave up summoning Bake-Kurage, gaining 1 Charge, and building Burst +5 in exchange for…	Yes. A substantially larger incoming attack would have made me consider spending more ene…	-	-	-	yes
kokomi-slice1-t09	opus-5-fresh	SURVIVES	-	Maximum damage that still happens to carry block. Gorou is free, so it goes first for 6. …	Two. First, the full-mitigation line: Gorou (0) for 6, Itto (2) for 14 and 6 Block, Coral…	It gave up taking zero damage this turn — 2 HP — and it gave up the Bake-Kurage summon an…	Yes. Against a much larger telegraphed hit — roughly 16 or more — I would swap Itto's dam…	-	-	-	yes
kokomi-slice1-t10	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Gorou — Inuzaka All-Round Defense, All Streams Flow to the Sea, and Itto - Oni R…	I seriously considered replacing Itto - Oni Rush with Coral Guard and Water's Edge, deali…	It gave up all defense, so I accepted the telegraphed 8 damage in exchange for dealing as…	Yes. A substantially larger attack intent would have made me include Block, likely using …	-	-	-	yes
kokomi-slice1-t10	opus-5-fresh	SURVIVES	-	Everything into the Sludge Spinner's face. Gorou is free, so it goes first for 6 at no en…	Two, briefly. First, Bake-Kurage — summon a body for a turn, +1 Charge, Burst +5. I rejec…	8 HP, taken on the chin, and the two Coral Guards plus both Block modes went unused this …	Yes. The 8 is small enough that trading HP for tempo is clearly correct at 48/70. If the …	-	-	-	yes
kokomi-slice1-t11	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Gorou — Inuzaka All-Round Defense, All Streams Flow to the Sea, and two copies o…	I seriously considered replacing one Water's Edge with Coral Guard, dealing 25 damage whi…	It gave up 5 Block and therefore 5 HP in exchange for 6 additional damage, leaving Sludge…	Yes. A substantially larger attack intent would have made me replace a Water's Edge with …	-	-	-	yes
kokomi-slice1-t11	opus-5-fresh	SURVIVES	-	All three energy plus the free card, entirely into damage. Gorou costs 0 for 6 (it exhaus…	Yes, a defensive split: Gorou (0) for 6, All Streams (1) for 13, one Water's Edge (1) for…	Five points of health this turn (8 taken instead of 3), both Coral Guards left unplayed, …	Yes. Against a telegraphed hit around 16 or more, or any multi-hit that a 5 Block card ca…	-	-	-	yes
# staged board: this hand and this board were set by hand through a dev door, so nothing measured here is comparable to any run, and nothing here is a claim about whether the turn is fun
# down-weighting: a grader whose q2 disagrees with [USER] on 3 of its last 5 shared turns cannot mark a turn SURVIVES alone
