out	raw	body	surface	w	h	title	origin	licence	notes
ImageGen/images/teyvat/creature_visuals/pyro_abyss_mage.png	art/raw/Enemy_Pyro_Abyss_Mage.png	pyro_abyss_mage	still_portrait	240	280	Enemy Pyro Abyss Mage.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Pyro_Abyss_Mage.png	PLACEHOLDER-COPYRIGHTED	act 1 Mondstadt; dresses Phantasmal Gardener
ImageGen/images/teyvat/creature_visuals/electro_abyss_mage.png	art/raw/Enemy_Electro_Abyss_Mage.png	electro_abyss_mage	still_portrait	240	280	Enemy Electro Abyss Mage.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Electro_Abyss_Mage.png	PLACEHOLDER-COPYRIGHTED	act 1 Mondstadt; dresses Phantasmal Gardener
ImageGen/images/teyvat/creature_visuals/cryo_abyss_mage.png	art/raw/Enemy_Cryo_Abyss_Mage.png	cryo_abyss_mage	still_portrait	240	280	Enemy Cryo Abyss Mage.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Cryo_Abyss_Mage.png	PLACEHOLDER-COPYRIGHTED	act 1 Mondstadt; dresses Phantasmal Gardener
ImageGen/images/teyvat/creature_visuals/boreas.png	art/raw/Enemy_Boreas.png	boreas	still_portrait	240	280	Enemy Boreas.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Boreas.png	PLACEHOLDER-COPYRIGHTED	act 1 Mondstadt; dresses Vantom (boss)
ImageGen/images/teyvat/creature_visuals/cryo_regisvine.png	art/raw/Enemy_Cryo_Regisvine.png	cryo_regisvine	still_portrait	240	280	Enemy Cryo Regisvine.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Cryo_Regisvine.png	PLACEHOLDER-COPYRIGHTED	act 1 Mondstadt; dresses Lagavulin Matriarch (boss)
ImageGen/images/teyvat/creature_visuals/treasure_hoarder_handyman.png	art/raw/Enemy_Treasure_Hoarder_Handyman.png	treasure_hoarder_handyman	still_portrait	240	280	Enemy Treasure Hoarder Handyman.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Treasure_Hoarder_Handyman.png	PLACEHOLDER-COPYRIGHTED	act 1 Liyue; dresses Nibbit
ImageGen/images/teyvat/creature_visuals/treasure_hoarder_scout.png	art/raw/Enemy_Treasure_Hoarder_Scout.png	treasure_hoarder_scout	still_portrait	240	280	Enemy Treasure Hoarder Scout.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Treasure_Hoarder_Scout.png	PLACEHOLDER-COPYRIGHTED	act 1 Liyue; dresses Inklets x3
ImageGen/images/teyvat/creature_visuals/geo_slime.png	art/raw/Enemy_Geo_Slime.png	geo_slime	still_portrait	240	280	Enemy Geo Slime.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Geo_Slime.png	PLACEHOLDER-COPYRIGHTED	act 1 Liyue; dresses Leaf Slime
ImageGen/images/teyvat/creature_visuals/hydro_slime.png	art/raw/Enemy_Hydro_Slime.png	hydro_slime	still_portrait	240	280	Enemy Hydro Slime.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Hydro_Slime.png	PLACEHOLDER-COPYRIGHTED	act 1 Liyue; dresses Twig Slime
ImageGen/images/teyvat/creature_visuals/geovishap_hatchling.png	art/raw/Enemy_Geovishap_Hatchling.png	geovishap_hatchling	still_portrait	240	280	Enemy Geovishap Hatchling.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Geovishap_Hatchling.png	PLACEHOLDER-COPYRIGHTED	act 1 Liyue; dresses Mawler
ImageGen/images/teyvat/creature_visuals/large_geo_slime.png	art/raw/Enemy_Large_Geo_Slime.png	large_geo_slime	still_portrait	240	280	Enemy Large Geo Slime.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Large_Geo_Slime.png	PLACEHOLDER-COPYRIGHTED	act 1 Liyue; dresses Sewer Clam
ImageGen/images/teyvat/creature_visuals/treasure_hoarder_marksman.png	art/raw/Enemy_Treasure_Hoarder_Marksman.png	treasure_hoarder_marksman	still_portrait	240	280	Enemy Treasure Hoarder Marksman.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Treasure_Hoarder_Marksman.png	PLACEHOLDER-COPYRIGHTED	act 1 Liyue; dresses Byrdonis elite
ImageGen/images/teyvat/creature_visuals/hilichurl_fighter.png	art/raw/Enemy_Hilichurl_Fighter.png	hilichurl_fighter	still_portrait	240	280	Enemy Hilichurl Fighter.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Hilichurl_Fighter.png	PLACEHOLDER-COPYRIGHTED	act 1 Liyue; dresses Phantasmal Gardener
ImageGen/images/teyvat/creature_visuals/rock_shield_hilichurl_guard.png	art/raw/Enemy_Rock_Shield_Hilichurl_Guard.png	rock_shield_hilichurl_guard	still_portrait	240	280	Enemy Rock Shield Hilichurl Guard.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Rock_Shield_Hilichurl_Guard.png	PLACEHOLDER-COPYRIGHTED	act 1 Liyue; dresses Phantasmal Gardener
ImageGen/images/teyvat/creature_visuals/kongamato.png	art/raw/Enemy_Kongamato.png	kongamato	still_portrait	240	280	Enemy Kongamato.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Kongamato.png	PLACEHOLDER-COPYRIGHTED	act 1 Liyue; dresses Vantom (boss, palette)
ImageGen/images/teyvat/creature_visuals/primo_geovishap.png	art/raw/Enemy_Primo_Geovishap.png	primo_geovishap	still_portrait	240	280	Enemy Primo Geovishap.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Primo_Geovishap.png	PLACEHOLDER-COPYRIGHTED	act 1 Liyue; dresses Lagavulin Matriarch (boss)
ImageGen/images/teyvat/creature_visuals/tepetlisaurus_warrior_rockbreaker_blade.png	art/raw/Enemy_Tepetlisaurus_Warrior_Rockbreaker_Blade.png	tepetlisaurus_warrior_rockbreaker_blade	still_portrait	240	280	Enemy Tepetlisaurus Warrior Rockbreaker Blade.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Tepetlisaurus_Warrior_Rockbreaker_Blade.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Bowlbug pod
ImageGen/images/teyvat/creature_visuals/tepetlisaur_whelp.png	art/raw/Enemy_Tepetlisaur_Whelp.png	tepetlisaur_whelp	still_portrait	240	280	Enemy Tepetlisaur Whelp.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Tepetlisaur_Whelp.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Exoskeletons x3
ImageGen/images/teyvat/creature_visuals/tepetlisaurus.png	art/raw/Enemy_Tepetlisaurus.png	tepetlisaurus	still_portrait	240	280	Enemy Tepetlisaurus.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Tepetlisaurus.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Tunneler
ImageGen/images/teyvat/creature_visuals/koholasaurus.png	art/raw/Enemy_Koholasaurus.png	koholasaurus	still_portrait	240	280	Enemy Koholasaurus.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Koholasaurus.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Chompers x2 (palette)
ImageGen/images/teyvat/creature_visuals/yumkasaurus.png	art/raw/Enemy_Yumkasaurus.png	yumkasaurus	still_portrait	240	280	Enemy Yumkasaurus.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Yumkasaurus.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Hunter Killer (palette)
ImageGen/images/teyvat/creature_visuals/tatankasaurus.png	art/raw/Enemy_Tatankasaurus.png	tatankasaurus	still_portrait	240	280	Enemy Tatankasaurus.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Tatankasaurus.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Louse Progenitor (palette)
ImageGen/images/teyvat/creature_visuals/yumkasaur_whelp.png	art/raw/Enemy_Yumkasaur_Whelp.png	yumkasaur_whelp	still_portrait	240	280	Enemy Yumkasaur Whelp.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Yumkasaur_Whelp.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Mytes x2 (palette)
ImageGen/images/teyvat/creature_visuals/iktomisaurus.png	art/raw/Enemy_Iktomisaurus.png	iktomisaurus	still_portrait	240	280	Enemy Iktomisaurus.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Iktomisaurus.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Ovicopter
ImageGen/images/teyvat/creature_visuals/iktomisaurus_chick.png	art/raw/Enemy_Iktomisaurus_Chick.png	iktomisaurus_chick	still_portrait	240	280	Enemy Iktomisaurus Chick.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Iktomisaurus_Chick.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Tough Eggs
ImageGen/images/teyvat/creature_visuals/hydro_samachurl.png	art/raw/Enemy_Hydro_Samachurl.png	hydro_samachurl	still_portrait	240	280	Enemy Hydro Samachurl.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Hydro_Samachurl.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses The Obscura + Parafright (palette)
ImageGen/images/teyvat/creature_visuals/yumkasaurus_warrior_flowing_skyfire.png	art/raw/Enemy_Yumkasaurus_Warrior_Flowing_Skyfire.png	yumkasaurus_warrior_flowing_skyfire	still_portrait	240	280	Enemy Yumkasaurus Warrior Flowing Skyfire.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Yumkasaurus_Warrior_Flowing_Skyfire.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Entomancer (elite)
ImageGen/images/teyvat/creature_visuals/rock_cavernous_wayob_manifestation.png	art/raw/Enemy_Rock-Cavernous_Wayob_Manifestation.png	rock_cavernous_wayob_manifestation	still_portrait	240	280	Enemy Rock-Cavernous Wayob Manifestation.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Rock-Cavernous_Wayob_Manifestation.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Infested Prism (elite)
ImageGen/images/teyvat/creature_visuals/everlasting_lord_of_arcane_wisdom.png	art/raw/Enemy_Everlasting_Lord_of_Arcane_Wisdom.png	everlasting_lord_of_arcane_wisdom	still_portrait	240	280	Enemy Everlasting Lord of Arcane Wisdom.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Everlasting_Lord_of_Arcane_Wisdom.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Knowledge Demon (boss)
ImageGen/images/teyvat/creature_visuals/magatsu_mitake_narukami_no_mikoto.png	art/raw/Enemy_Magatsu_Mitake_Narukami_no_Mikoto.png	magatsu_mitake_narukami_no_mikoto	still_portrait	240	280	Enemy Magatsu Mitake Narukami no Mikoto.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Magatsu_Mitake_Narukami_no_Mikoto.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Kaiser Crab (boss)
ImageGen/images/teyvat/creature_visuals/chanca.png	art/raw/NPC_Chanca.png	chanca	still_portrait	240	280	NPC Chanca.png	https://genshin-impact.fandom.com/wiki/File:NPC_Chanca.png	PLACEHOLDER-COPYRIGHTED	act 2 Natlan; dresses Ancient - Tezcatara
ImageGen/images/teyvat/creature_visuals/nobushi_kikouban.png	art/raw/Enemy_Nobushi_-_Kikouban.png	nobushi_kikouban	still_portrait	240	280	Enemy Nobushi - Kikouban.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Nobushi_-_Kikouban.png	PLACEHOLDER-COPYRIGHTED	act 2 Inazuma; dresses Bowlbug pod (palette)
ImageGen/images/teyvat/creature_visuals/thundercraven_rifthound_whelp.png	art/raw/Enemy_Thundercraven_Rifthound_Whelp.png	thundercraven_rifthound_whelp	still_portrait	240	280	Enemy Thundercraven Rifthound Whelp.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Thundercraven_Rifthound_Whelp.png	PLACEHOLDER-COPYRIGHTED	act 2 Inazuma; dresses Exoskeletons x3
ImageGen/images/teyvat/creature_visuals/thundercraven_rifthound.png	art/raw/Enemy_Thundercraven_Rifthound.png	thundercraven_rifthound	still_portrait	240	280	Enemy Thundercraven Rifthound.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Thundercraven_Rifthound.png	PLACEHOLDER-COPYRIGHTED	act 2 Inazuma; dresses Tunneler
ImageGen/images/teyvat/creature_visuals/primordial_bathysmal_vishap.png	art/raw/Enemy_Primordial_Bathysmal_Vishap.png	primordial_bathysmal_vishap	still_portrait	240	280	Enemy Primordial Bathysmal Vishap.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Primordial_Bathysmal_Vishap.png	PLACEHOLDER-COPYRIGHTED	act 2 Inazuma; dresses Hunter Killer
ImageGen/images/teyvat/creature_visuals/wooden_shieldwall_mitachurl.png	art/raw/Enemy_Wooden_Shieldwall_Mitachurl.png	wooden_shieldwall_mitachurl	still_portrait	240	280	Enemy Wooden Shieldwall Mitachurl.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Wooden_Shieldwall_Mitachurl.png	PLACEHOLDER-COPYRIGHTED	act 2 Inazuma; dresses Louse Progenitor (palette)
ImageGen/images/teyvat/creature_visuals/dendro_samachurl.png	art/raw/Enemy_Dendro_Samachurl.png	dendro_samachurl	still_portrait	240	280	Enemy Dendro Samachurl.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Dendro_Samachurl.png	PLACEHOLDER-COPYRIGHTED	act 2 Inazuma; dresses Mytes x2 (palette)
ImageGen/images/teyvat/creature_visuals/fatui_cryo_cicin_mage.png	art/raw/Enemy_Fatui_Cryo_Cicin_Mage.png	fatui_cryo_cicin_mage	still_portrait	240	280	Enemy Fatui Cryo Cicin Mage.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Fatui_Cryo_Cicin_Mage.png	PLACEHOLDER-COPYRIGHTED	act 2 Inazuma; dresses Ovicopter + Eggs (palette)
ImageGen/images/teyvat/creature_visuals/electro_specter.png	art/raw/Enemy_Electro_Specter.png	electro_specter	still_portrait	240	280	Enemy Electro Specter.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Electro_Specter.png	PLACEHOLDER-COPYRIGHTED	act 2 Inazuma; dresses Decimillipede / Infested Prism (palette)
ImageGen/images/teyvat/creature_visuals/kairagi_fiery_might.png	art/raw/Enemy_Kairagi_Fiery_Might.png	kairagi_fiery_might	still_portrait	240	280	Enemy Kairagi Fiery Might.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Kairagi_Fiery_Might.png	PLACEHOLDER-COPYRIGHTED	act 2 Inazuma; dresses Entomancer (elite, palette)
ImageGen/images/teyvat/creature_visuals/hirayama.png	art/raw/NPC_Hirayama.png	hirayama	still_portrait	240	280	NPC Hirayama.png	https://genshin-impact.fandom.com/wiki/File:NPC_Hirayama.png	PLACEHOLDER-COPYRIGHTED	act 2 Inazuma; dresses Ancient - Darv
ImageGen/images/teyvat/creature_visuals/geo_samachurl.png	art/raw/Enemy_Geo_Samachurl.png	geo_samachurl	still_portrait	240	280	Enemy Geo Samachurl.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Geo_Samachurl.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Devoted Sculptor (palette)
ImageGen/images/teyvat/creature_visuals/hydro_specter.png	art/raw/Enemy_Hydro_Specter.png	hydro_specter	still_portrait	240	280	Enemy Hydro Specter.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Hydro_Specter.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Scrolls of Biting (palette)
ImageGen/images/teyvat/creature_visuals/construction_specialist_mek.png	art/raw/Enemy_Construction_Specialist_Mek.png	construction_specialist_mek	still_portrait	240	280	Enemy Construction Specialist Mek.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Construction_Specialist_Mek.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Living Shield
ImageGen/images/teyvat/creature_visuals/area_alert_mek.png	art/raw/Enemy_Area_Alert_Mek.png	area_alert_mek	still_portrait	240	280	Enemy Area Alert Mek.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Area_Alert_Mek.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Turret Operator
ImageGen/images/teyvat/creature_visuals/assault_specialist_mek.png	art/raw/Enemy_Assault_Specialist_Mek.png	assault_specialist_mek	still_portrait	240	280	Enemy Assault Specialist Mek.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Assault_Specialist_Mek.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Axebot
ImageGen/images/teyvat/creature_visuals/suppression_specialist_mek.png	art/raw/Enemy_Suppression_Specialist_Mek.png	suppression_specialist_mek	still_portrait	240	280	Enemy Suppression Specialist Mek.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Suppression_Specialist_Mek.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Punch Construct
ImageGen/images/teyvat/creature_visuals/overgrown_breacher_primus.png	art/raw/Enemy_Overgrown_Breacher_Primus.png	overgrown_breacher_primus	still_portrait	240	280	Enemy Overgrown Breacher Primus.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Overgrown_Breacher_Primus.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Cubex x2
ImageGen/images/teyvat/creature_visuals/annihilation_specialist_mek.png	art/raw/Enemy_Annihilation_Specialist_Mek.png	annihilation_specialist_mek	still_portrait	240	280	Enemy Annihilation Specialist Mek.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Annihilation_Specialist_Mek.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Fabricator + bots
ImageGen/images/teyvat/creature_visuals/frostarm_lawachurl.png	art/raw/Enemy_Frostarm_Lawachurl.png	frostarm_lawachurl	still_portrait	240	280	Enemy Frostarm Lawachurl.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Frostarm_Lawachurl.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Frog Knight (palette)
ImageGen/images/teyvat/creature_visuals/mirror_maiden.png	art/raw/Enemy_Mirror_Maiden.png	mirror_maiden	still_portrait	240	280	Enemy Mirror Maiden.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Mirror_Maiden.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Knight Gang (elite, palette)
ImageGen/images/teyvat/creature_visuals/shatterstone_breacher_primus.png	art/raw/Enemy_Shatterstone_Breacher_Primus.png	shatterstone_breacher_primus	still_portrait	240	280	Enemy Shatterstone Breacher Primus.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Shatterstone_Breacher_Primus.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Mecha Knight (elite)
ImageGen/images/teyvat/creature_visuals/electro_regisvine.png	art/raw/Enemy_Electro_Regisvine.png	electro_regisvine	still_portrait	240	280	Enemy Electro Regisvine.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Electro_Regisvine.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Soul Nexus (elite, palette)
ImageGen/images/teyvat/creature_visuals/iniquitous_baptist.png	art/raw/Enemy_Iniquitous_Baptist.png	iniquitous_baptist	still_portrait	240	280	Enemy Iniquitous Baptist.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Iniquitous_Baptist.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Test Subject (boss)
ImageGen/images/teyvat/creature_visuals/prototype_cal_breguet.png	art/raw/Enemy_Prototype_Cal._Breguet.png	prototype_cal_breguet	still_portrait	240	280	Enemy Prototype Cal. Breguet.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Prototype_Cal._Breguet.png	PLACEHOLDER-COPYRIGHTED	act 3 Fontaine; dresses Aeonglass (boss)
ImageGen/images/teyvat/creature_visuals/eremite_scorching_loremaster.png	art/raw/Enemy_Eremite_Scorching_Loremaster.png	eremite_scorching_loremaster	still_portrait	240	280	Enemy Eremite Scorching Loremaster.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Eremite_Scorching_Loremaster.png	PLACEHOLDER-COPYRIGHTED	act 3 Sumeru; dresses Devoted Sculptor
ImageGen/images/teyvat/creature_visuals/eremite_linebreaker.png	art/raw/Enemy_Eremite_Linebreaker.png	eremite_linebreaker	still_portrait	240	280	Enemy Eremite Linebreaker.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Eremite_Linebreaker.png	PLACEHOLDER-COPYRIGHTED	act 3 Sumeru; dresses Scrolls of Biting
ImageGen/images/teyvat/creature_visuals/eremite_ravenbeak_halberdier.png	art/raw/Enemy_Eremite_Ravenbeak_Halberdier.png	eremite_ravenbeak_halberdier	still_portrait	240	280	Enemy Eremite Ravenbeak Halberdier.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Eremite_Ravenbeak_Halberdier.png	PLACEHOLDER-COPYRIGHTED	act 3 Sumeru; dresses Living Shield
ImageGen/images/teyvat/creature_visuals/eremite_crossbow.png	art/raw/Enemy_Eremite_Crossbow.png	eremite_crossbow	still_portrait	240	280	Enemy Eremite Crossbow.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Eremite_Crossbow.png	PLACEHOLDER-COPYRIGHTED	act 3 Sumeru; dresses Turret Operator
ImageGen/images/teyvat/creature_visuals/golden_wolflord.png	art/raw/Enemy_Golden_Wolflord.png	golden_wolflord	still_portrait	240	280	Enemy Golden Wolflord.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Golden_Wolflord.png	PLACEHOLDER-COPYRIGHTED	act 3 Sumeru; dresses Fabricator + bots
ImageGen/images/teyvat/creature_visuals/eremite_stone_enchanter.png	art/raw/Enemy_Eremite_Stone_Enchanter.png	eremite_stone_enchanter	still_portrait	240	280	Enemy Eremite Stone Enchanter.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Eremite_Stone_Enchanter.png	PLACEHOLDER-COPYRIGHTED	act 3 Sumeru; dresses Frog Knight
ImageGen/images/teyvat/creature_visuals/eremite_daythunder.png	art/raw/Enemy_Eremite_Daythunder.png	eremite_daythunder	still_portrait	240	280	Enemy Eremite Daythunder.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Eremite_Daythunder.png	PLACEHOLDER-COPYRIGHTED	act 3 Sumeru; dresses Globe Head
ImageGen/images/teyvat/creature_visuals/consecrated_horned_crocodile.png	art/raw/Enemy_Consecrated_Horned_Crocodile.png	consecrated_horned_crocodile	still_portrait	240	280	Enemy Consecrated Horned Crocodile.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Consecrated_Horned_Crocodile.png	PLACEHOLDER-COPYRIGHTED	act 3 Sumeru; dresses Slimed Berserker
ImageGen/images/teyvat/creature_visuals/eremite_sunfrost.png	art/raw/Enemy_Eremite_Sunfrost.png	eremite_sunfrost	still_portrait	240	280	Enemy Eremite Sunfrost.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Eremite_Sunfrost.png	PLACEHOLDER-COPYRIGHTED	act 3 Sumeru; dresses Knight Gang (elite)
ImageGen/images/teyvat/creature_visuals/consecrated_red_vulture.png	art/raw/Enemy_Consecrated_Red_Vulture.png	consecrated_red_vulture	still_portrait	240	280	Enemy Consecrated Red Vulture.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Consecrated_Red_Vulture.png	PLACEHOLDER-COPYRIGHTED	act 3 Sumeru; dresses Mecha Knight (elite)
ImageGen/images/teyvat/creature_visuals/warden_of_oasis_prime.png	art/raw/Enemy_Warden_of_Oasis_Prime_Full_Artwork.png	warden_of_oasis_prime	still_portrait	240	280	Enemy Warden of Oasis Prime Full Artwork.png	https://genshin-impact.fandom.com/wiki/File:Enemy_Warden_of_Oasis_Prime_Full_Artwork.png	PLACEHOLDER-COPYRIGHTED	act 3 Sumeru; dresses Test Subject (boss)
ImageGen/images/teyvat/creature_visuals/liloupar.png	art/raw/Liloupar.png	liloupar	still_portrait	240	280	Liloupar.png	https://genshin-impact.fandom.com/wiki/File:Liloupar.png	PLACEHOLDER-COPYRIGHTED	act 3 Sumeru; dresses Ancient - Vakuu
